MASTER_MENU                   
PROCEDURE_NUM,MENU_GROUP_NAME,WEB_FUNCTION_NAME,WEB_ENABLED,WEB_AVAILABLE,WEB_ONLY
"67",,,"FALSE","TRUE","FALSE"
"68",,,"TRUE","TRUE","FALSE"
"69",,,"TRUE","TRUE","FALSE"
"71",,,"TRUE","TRUE","FALSE"
"72",,,"TRUE","TRUE","FALSE"
"73",,,"TRUE","TRUE","FALSE"
"74",,,"TRUE","TRUE","FALSE"
"75",,,"TRUE","TRUE","FALSE"
"76",,,"TRUE","TRUE","FALSE"
"77",,,"TRUE","TRUE","FALSE"
"78",,,"TRUE","TRUE","FALSE"
"79",,,"TRUE","TRUE","FALSE"
"81",,,"TRUE","TRUE","FALSE"
"82",,,"TRUE","TRUE","FALSE"
"83",,,"TRUE","TRUE","FALSE"
"84",,,"TRUE","TRUE","FALSE"
"85",,,"TRUE","TRUE","FALSE"
"86",,,"TRUE","TRUE","FALSE"
"87",,,"TRUE","TRUE","FALSE"
"88",,,"TRUE","TRUE","FALSE"
"89",,,"TRUE","TRUE","FALSE"
"91",,,"TRUE","TRUE","FALSE"
"92",,,"TRUE","TRUE","FALSE"
"93",,,"TRUE","TRUE","FALSE"
"94",,,"TRUE","TRUE","FALSE"
"95",,,"TRUE","TRUE","FALSE"
"97",,,"TRUE","TRUE","FALSE"
"98",,,"TRUE","TRUE","FALSE"
"99",,,"TRUE","TRUE","FALSE"
"103",,,"TRUE","TRUE","FALSE"
"104",,,"TRUE","TRUE","FALSE"
"105",,,"TRUE","TRUE","FALSE"
"106",,,"TRUE","TRUE","FALSE"
"111",,,"TRUE","TRUE","FALSE"
"112",,,"TRUE","TRUE","FALSE"
"113",,,"TRUE","TRUE","FALSE"
"114",,,"TRUE","TRUE","FALSE"
"115",,,"TRUE","TRUE","FALSE"
"116",,,"TRUE","TRUE","FALSE"
"118",,,"TRUE","TRUE","FALSE"
"119",,,"TRUE","TRUE","FALSE"
"121",,,"TRUE","TRUE","FALSE"
"122",,,"TRUE","TRUE","FALSE"
"123",,,"TRUE","TRUE","FALSE"
"124",,,"TRUE","TRUE","FALSE"
"125",,,"TRUE","TRUE","FALSE"
"126",,,"TRUE","TRUE","FALSE"
"127",,,"TRUE","TRUE","FALSE"
"129",,,"TRUE","TRUE","FALSE"
"131",,,"TRUE","TRUE","FALSE"
"132",,,"TRUE","TRUE","FALSE"
"133",,,"TRUE","TRUE","FALSE"
"134",,,"TRUE","TRUE","FALSE"
"135",,,"TRUE","TRUE","FALSE"
"136",,,"TRUE","TRUE","FALSE"
"137",,,"TRUE","TRUE","FALSE"
"138",,,"TRUE","TRUE","FALSE"
"139",,,"TRUE","TRUE","FALSE"
"141",,,"TRUE","TRUE","FALSE"
"142",,,"TRUE","TRUE","FALSE"
"144",,,"TRUE","TRUE","FALSE"
"145",,,"TRUE","TRUE","FALSE"
"146",,,"TRUE","TRUE","FALSE"
"147",,,"TRUE","TRUE","FALSE"
"148",,,"TRUE","TRUE","FALSE"
"149",,,"TRUE","TRUE","FALSE"
"151",,,"TRUE","TRUE","FALSE"
"154",,,"TRUE","TRUE","FALSE"
"155",,,"TRUE","TRUE","FALSE"
"159",,,"TRUE","TRUE","FALSE"
"161",,,"TRUE","TRUE","FALSE"
"163",,,"TRUE","TRUE","FALSE"
"166",,,"TRUE","TRUE","FALSE"
"167",,,"TRUE","TRUE","FALSE"
"168",,,"TRUE","TRUE","FALSE"
"179",,,"TRUE","TRUE","FALSE"
"182",,,"TRUE","TRUE","FALSE"
"185",,,"TRUE","TRUE","FALSE"
"186",,,"TRUE","TRUE","FALSE"
"188",,,"FALSE","FALSE","FALSE"
"192",,,"TRUE","TRUE","FALSE"
"195",,,"TRUE","TRUE","FALSE"
"196",,,"TRUE","TRUE","FALSE"
"197",,,"TRUE","TRUE","FALSE"
"198",,,"TRUE","TRUE","FALSE"
"199",,,"TRUE","TRUE","FALSE"
"201",,,"TRUE","TRUE","FALSE"
"202",,,"TRUE","TRUE","FALSE"
"203",,,"TRUE","TRUE","FALSE"
"204",,,"TRUE","TRUE","FALSE"
"205",,,"TRUE","TRUE","FALSE"
"206",,,"TRUE","TRUE","FALSE"
"207",,,"TRUE","TRUE","FALSE"
"208",,,"TRUE","TRUE","FALSE"
"209",,,"TRUE","TRUE","FALSE"
"219",,,"TRUE","TRUE","FALSE"
"224",,,"TRUE","TRUE","FALSE"
"225",,,"TRUE","TRUE","FALSE"
"226",,,"TRUE","TRUE","FALSE"
"227",,,"TRUE","TRUE","FALSE"
"229",,,"TRUE","TRUE","FALSE"
"231",,,"TRUE","TRUE","FALSE"
"232",,,"TRUE","TRUE","FALSE"
"233",,,"TRUE","TRUE","FALSE"
"234",,,"TRUE","TRUE","FALSE"
"235",,,"TRUE","TRUE","FALSE"
"236",,,"TRUE","TRUE","FALSE"
"237",,,"TRUE","TRUE","FALSE"
"238",,,"TRUE","TRUE","FALSE"
"239",,,"TRUE","TRUE","FALSE"
"241",,,"FALSE","FALSE","FALSE"
"242",,,"TRUE","TRUE","FALSE"
"243",,,"TRUE","TRUE","FALSE"
"244",,,"TRUE","TRUE","FALSE"
"245",,,"TRUE","TRUE","FALSE"
"246",,,"FALSE","FALSE","FALSE"
"247",,,"TRUE","TRUE","FALSE"
"248",,,"TRUE","TRUE","FALSE"
"249",,,"TRUE","TRUE","FALSE"
"251",,,"TRUE","TRUE","FALSE"
"252",,,"TRUE","TRUE","FALSE"
"253",,,"TRUE","TRUE","FALSE"
"254",,,"TRUE","TRUE","FALSE"
"255",,,"TRUE","TRUE","FALSE"
"256",,,"TRUE","TRUE","FALSE"
"257",,,"TRUE","TRUE","FALSE"
"258",,,"TRUE","TRUE","FALSE"
"259",,,"TRUE","TRUE","FALSE"
"261",,,"TRUE","TRUE","FALSE"
"262",,,"TRUE","TRUE","FALSE"
"263",,,"TRUE","TRUE","FALSE"
"264",,,"TRUE","TRUE","FALSE"
"265",,,"FALSE","FALSE","FALSE"
"266",,,"FALSE","FALSE","FALSE"
"271",,,"TRUE","TRUE","FALSE"
"272",,,"TRUE","TRUE","FALSE"
"277",,,"TRUE","TRUE","FALSE"
"278",,,"TRUE","TRUE","FALSE"
"279",,,"TRUE","TRUE","FALSE"
"311",,,"TRUE","TRUE","FALSE"
"312",,,"TRUE","TRUE","FALSE"
"313",,,"TRUE","TRUE","FALSE"
"314",,,"TRUE","TRUE","FALSE"
"315",,,"TRUE","TRUE","FALSE"
"318",,,"TRUE","TRUE","FALSE"
"319",,,"TRUE","TRUE","FALSE"
"322",,,"TRUE","TRUE","FALSE"
"323",,,"TRUE","TRUE","FALSE"
"324",,,"TRUE","TRUE","FALSE"
"325",,,"TRUE","TRUE","FALSE"
"326",,,"TRUE","TRUE","FALSE"
"327",,,"TRUE","TRUE","FALSE"
"328",,,"TRUE","TRUE","FALSE"
"329",,,"TRUE","TRUE","FALSE"
"339",,,"FALSE","TRUE","FALSE"
"341",,,"TRUE","TRUE","FALSE"
"342",,,"TRUE","TRUE","FALSE"
"343",,,"TRUE","TRUE","FALSE"
"344",,,"TRUE","TRUE","FALSE"
"345",,,"TRUE","TRUE","FALSE"
"347",,,"TRUE","TRUE","FALSE"
"348",,,"TRUE","TRUE","FALSE"
"349",,,"TRUE","TRUE","FALSE"
"351",,,"TRUE","TRUE","FALSE"
"352",,,"TRUE","TRUE","FALSE"
"353",,,"TRUE","TRUE","FALSE"
"354",,,"TRUE","TRUE","FALSE"
"355",,,"TRUE","TRUE","FALSE"
"356",,,"TRUE","TRUE","FALSE"
"357",,,"TRUE","TRUE","FALSE"
"358",,,"TRUE","TRUE","FALSE"
"361",,,"TRUE","TRUE","FALSE"
"371",,,"TRUE","TRUE","FALSE"
"372",,,"TRUE","TRUE","FALSE"
"373",,,"TRUE","TRUE","FALSE"
"374",,,"TRUE","TRUE","FALSE"
"375",,,"TRUE","TRUE","FALSE"
"376",,,"TRUE","TRUE","FALSE"
"377",,,"TRUE","TRUE","FALSE"
"378",,,"TRUE","TRUE","FALSE"
"381",,,"TRUE","TRUE","FALSE"
"382",,,"TRUE","TRUE","FALSE"
"383",,,"TRUE","TRUE","FALSE"
"384",,,"TRUE","TRUE","FALSE"
"385",,,"TRUE","TRUE","FALSE"
"386",,,"TRUE","TRUE","FALSE"
"387",,,"TRUE","TRUE","FALSE"
"388",,,"TRUE","TRUE","FALSE"
"389",,,"TRUE","TRUE","FALSE"
"391",,,"TRUE","TRUE","FALSE"
"392",,,"TRUE","TRUE","FALSE"
"393",,,"TRUE","TRUE","FALSE"
"394",,,"TRUE","TRUE","FALSE"
"401",,,"TRUE","TRUE","FALSE"
"402",,,"TRUE","TRUE","FALSE"
"411",,,"TRUE","TRUE","FALSE"
"412",,,"TRUE","TRUE","FALSE"
"413",,,"TRUE","TRUE","FALSE"
"414",,,"TRUE","TRUE","FALSE"
"415",,,"TRUE","TRUE","FALSE"
"416",,,"TRUE","TRUE","FALSE"
"417",,,"TRUE","TRUE","FALSE"
"418",,,"TRUE","TRUE","FALSE"
"419",,,"TRUE","TRUE","FALSE"
"421",,,"TRUE","TRUE","FALSE"
"422",,,"TRUE","TRUE","FALSE"
"423",,,"TRUE","TRUE","FALSE"
"424",,,"TRUE","TRUE","FALSE"
"425",,,"TRUE","TRUE","FALSE"
"426",,,"TRUE","TRUE","FALSE"
"427",,,"TRUE","TRUE","FALSE"
"428",,,"TRUE","TRUE","FALSE"
"435",,,"TRUE","TRUE","FALSE"
"436",,,"FALSE","TRUE","FALSE"
"437",,,"TRUE","TRUE","FALSE"
"438",,,"TRUE","TRUE","FALSE"
"439",,,"TRUE","TRUE","FALSE"
"441",,,"TRUE","TRUE","FALSE"
"442",,,"TRUE","TRUE","FALSE"
"443",,,"TRUE","TRUE","FALSE"
"444",,,"TRUE","TRUE","FALSE"
"445",,,"TRUE","TRUE","FALSE"
"446",,,"TRUE","TRUE","FALSE"
"447",,,"TRUE","TRUE","FALSE"
"448",,,"TRUE","TRUE","FALSE"
"449",,,"TRUE","TRUE","FALSE"
"451",,,"FALSE","FALSE","FALSE"
"461",,,"TRUE","TRUE","FALSE"
"462",,,"TRUE","TRUE","FALSE"
"463",,,"TRUE","TRUE","FALSE"
"464",,,"TRUE","TRUE","FALSE"
"465",,,"TRUE","TRUE","FALSE"
"466",,,"TRUE","TRUE","FALSE"
"467",,,"TRUE","TRUE","FALSE"
"468",,,"TRUE","TRUE","FALSE"
"471",,,"TRUE","TRUE","FALSE"
"472",,,"TRUE","TRUE","FALSE"
"473",,,"TRUE","TRUE","FALSE"
"474",,,"TRUE","TRUE","FALSE"
"475",,,"TRUE","TRUE","FALSE"
"476",,,"TRUE","TRUE","FALSE"
"477",,,"TRUE","TRUE","FALSE"
"478",,,"TRUE","TRUE","FALSE"
"479",,,"TRUE","TRUE","FALSE"
"481",,,"TRUE","TRUE","FALSE"
"484",,,"TRUE","TRUE","FALSE"
"485",,,"TRUE","TRUE","FALSE"
"486",,,"TRUE","TRUE","FALSE"
"491",,,"TRUE","TRUE","FALSE"
"492",,,"TRUE","TRUE","FALSE"
"493",,,"TRUE","TRUE","FALSE"
"494",,,"TRUE","TRUE","FALSE"
"495",,,"TRUE","TRUE","FALSE"
"496",,,"TRUE","TRUE","FALSE"
"497",,,"TRUE","TRUE","FALSE"
"498",,,"TRUE","TRUE","FALSE"
"499",,,"TRUE","TRUE","FALSE"
"501",,,"TRUE","TRUE","FALSE"
"502",,,"TRUE","TRUE","FALSE"
"508",,,"TRUE","TRUE","FALSE"
"511",,,"TRUE","TRUE","FALSE"
"512",,,"TRUE","TRUE","FALSE"
"513",,,"TRUE","TRUE","FALSE"
"514",,,"TRUE","TRUE","FALSE"
"515",,,"TRUE","TRUE","FALSE"
"516",,,"TRUE","TRUE","FALSE"
"517",,,"TRUE","TRUE","FALSE"
"531",,,"TRUE","TRUE","FALSE"
"532",,,"TRUE","TRUE","FALSE"
"533",,,"TRUE","TRUE","FALSE"
"534",,,"TRUE","TRUE","FALSE"
"535",,,"TRUE","TRUE","FALSE"
"536",,,"TRUE","TRUE","FALSE"
"539",,,"TRUE","TRUE","FALSE"
"541",,,"TRUE","TRUE","FALSE"
"542",,,"TRUE","TRUE","FALSE"
"543",,,"TRUE","TRUE","FALSE"
"544",,,"TRUE","TRUE","FALSE"
"545",,,"TRUE","TRUE","FALSE"
"546",,,"TRUE","TRUE","FALSE"
"547",,,"TRUE","TRUE","FALSE"
"548",,,"TRUE","TRUE","FALSE"
"549",,,"TRUE","TRUE","FALSE"
"551",,,"TRUE","TRUE","FALSE"
"552",,,"TRUE","TRUE","FALSE"
"553",,,"TRUE","TRUE","FALSE"
"554",,,"TRUE","TRUE","FALSE"
"555",,,"TRUE","TRUE","FALSE"
"557",,,"TRUE","TRUE","FALSE"
"558",,,"TRUE","TRUE","FALSE"
"559",,,"TRUE","TRUE","FALSE"
"571",,,"TRUE","TRUE","FALSE"
"572",,,"TRUE","TRUE","FALSE"
"573",,,"TRUE","TRUE","FALSE"
"574",,,"TRUE","TRUE","FALSE"
"575",,,"TRUE","TRUE","FALSE"
"576",,,"TRUE","TRUE","FALSE"
"577",,,"TRUE","TRUE","FALSE"
"578",,,"TRUE","TRUE","FALSE"
"581",,,"TRUE","TRUE","FALSE"
"582",,,"TRUE","TRUE","FALSE"
"583",,,"TRUE","TRUE","FALSE"
"584",,,"TRUE","TRUE","FALSE"
"585",,,"TRUE","TRUE","FALSE"
"586",,,"TRUE","TRUE","FALSE"
"587",,,"TRUE","TRUE","FALSE"
"588",,,"TRUE","TRUE","FALSE"
"591",,,"TRUE","TRUE","FALSE"
"592",,,"TRUE","TRUE","FALSE"
"593",,,"TRUE","TRUE","FALSE"
"594",,,"TRUE","TRUE","FALSE"
"595",,,"TRUE","TRUE","FALSE"
"596",,,"TRUE","TRUE","FALSE"
"597",,,"TRUE","TRUE","FALSE"
"598",,,"TRUE","TRUE","FALSE"
"599",,,"TRUE","TRUE","FALSE"
"601",,,"TRUE","TRUE","FALSE"
"602",,,"TRUE","TRUE","FALSE"
"603",,,"TRUE","TRUE","FALSE"
"604",,,"TRUE","TRUE","FALSE"
"605",,,"TRUE","TRUE","FALSE"
"606",,,"TRUE","TRUE","FALSE"
"607",,,"TRUE","TRUE","FALSE"
"611",,,"TRUE","TRUE","FALSE"
"612",,,"TRUE","TRUE","FALSE"
"613",,,"TRUE","TRUE","FALSE"
"614",,,"TRUE","TRUE","FALSE"
"615",,,"TRUE","TRUE","FALSE"
"616",,,"TRUE","TRUE","FALSE"
"617",,,"TRUE","TRUE","FALSE"
"618",,,"TRUE","TRUE","FALSE"
"619",,,"TRUE","TRUE","FALSE"
"623",,,"TRUE","TRUE","FALSE"
"624",,,"TRUE","TRUE","FALSE"
"625",,,"TRUE","TRUE","FALSE"
"626",,,"TRUE","TRUE","FALSE"
"627",,,"TRUE","TRUE","FALSE"
"628",,,"TRUE","TRUE","FALSE"
"629",,,"TRUE","TRUE","FALSE"
"631",,,"TRUE","TRUE","FALSE"
"632",,,"TRUE","TRUE","FALSE"
"633",,,"TRUE","TRUE","FALSE"
"634",,,"TRUE","TRUE","FALSE"
"635",,,"TRUE","TRUE","FALSE"
"636",,,"TRUE","TRUE","FALSE"
"637",,,"TRUE","TRUE","FALSE"
"638",,,"TRUE","TRUE","FALSE"
"639",,,"TRUE","TRUE","FALSE"
"641",,,"TRUE","TRUE","FALSE"
"643",,,"TRUE","TRUE","FALSE"
"651",,,"FALSE","FALSE","FALSE"
"652",,,"FALSE","FALSE","FALSE"
"653",,,"FALSE","FALSE","FALSE"
"666",,,"TRUE","TRUE","FALSE"
"667",,,"TRUE","TRUE","FALSE"
"668",,,"TRUE","TRUE","FALSE"
"671",,,"FALSE","FALSE","FALSE"
"672",,,"FALSE","FALSE","FALSE"
"673",,,"FALSE","FALSE","FALSE"
"674",,,"FALSE","FALSE","FALSE"
"675",,,"FALSE","FALSE","FALSE"
"676",,,"FALSE","FALSE","FALSE"
"677",,,"FALSE","FALSE","FALSE"
"678",,,"FALSE","FALSE","FALSE"
"681",,,"TRUE","TRUE","FALSE"
"682",,,"TRUE","TRUE","FALSE"
"683",,,"TRUE","TRUE","FALSE"
"684",,,"TRUE","TRUE","FALSE"
"685",,,"TRUE","TRUE","FALSE"
"686",,,"TRUE","TRUE","FALSE"
"687",,,"TRUE","TRUE","FALSE"
"688",,,"TRUE","TRUE","FALSE"
"689",,,"TRUE","TRUE","FALSE"
"691",,,"TRUE","TRUE","FALSE"
"692",,,"TRUE","TRUE","FALSE"
"693",,,"TRUE","TRUE","FALSE"
"694",,,"TRUE","TRUE","FALSE"
"695",,,"TRUE","TRUE","FALSE"
"696",,,"TRUE","TRUE","FALSE"
"697",,,"TRUE","TRUE","FALSE"
"698",,,"TRUE","TRUE","FALSE"
"699",,,"TRUE","TRUE","FALSE"
"701",,,"FALSE","TRUE","FALSE"
"702",,,"TRUE","TRUE","FALSE"
"703",,,"TRUE","TRUE","FALSE"
"704",,,"TRUE","TRUE","FALSE"
"705",,,"TRUE","TRUE","FALSE"
"706",,,"TRUE","TRUE","FALSE"
"711",,,"TRUE","TRUE","FALSE"
"712",,,"TRUE","TRUE","FALSE"
"713",,,"TRUE","TRUE","FALSE"
"721",,,"TRUE","TRUE","FALSE"
"724",,,"TRUE","TRUE","FALSE"
"731",,,"TRUE","TRUE","FALSE"
"732",,,"TRUE","TRUE","FALSE"
"733",,,"TRUE","TRUE","FALSE"
"734",,,"TRUE","TRUE","FALSE"
"735",,,"TRUE","TRUE","FALSE"
"736",,,"TRUE","TRUE","FALSE"
"737",,,"TRUE","TRUE","FALSE"
"738",,,"TRUE","TRUE","FALSE"
"739",,,"TRUE","TRUE","FALSE"
"781",,,"TRUE","TRUE","FALSE"
"782",,,"TRUE","TRUE","FALSE"
"783",,,"TRUE","TRUE","FALSE"
"784",,,"TRUE","TRUE","FALSE"
"785",,,"TRUE","TRUE","FALSE"
"786",,,"TRUE","TRUE","FALSE"
"787",,,"TRUE","TRUE","FALSE"
"788",,,"TRUE","TRUE","FALSE"
"801",,,"TRUE","TRUE","FALSE"
"802",,,"TRUE","TRUE","FALSE"
"803",,,"TRUE","TRUE","FALSE"
"804",,,"TRUE","TRUE","FALSE"
"805",,,"TRUE","TRUE","FALSE"
"806",,,"TRUE","TRUE","FALSE"
"807",,,"TRUE","TRUE","FALSE"
"808",,,"TRUE","TRUE","FALSE"
"811",,,"TRUE","TRUE","FALSE"
"812",,,"TRUE","TRUE","FALSE"
"813",,,"TRUE","TRUE","FALSE"
"814",,,"TRUE","TRUE","FALSE"
"815",,,"TRUE","TRUE","FALSE"
"816",,,"TRUE","TRUE","FALSE"
"817",,,"TRUE","TRUE","FALSE"
"818",,,"FALSE","FALSE","FALSE"
"819",,,"FALSE","FALSE","FALSE"
"821",,,"TRUE","TRUE","FALSE"
"822",,,"TRUE","TRUE","FALSE"
"823",,,"TRUE","TRUE","FALSE"
"824",,,"FALSE","FALSE","FALSE"
"825",,,"TRUE","TRUE","FALSE"
"826",,,"TRUE","TRUE","FALSE"
"827",,,"TRUE","TRUE","FALSE"
"831",,,"TRUE","TRUE","FALSE"
"832",,,"TRUE","TRUE","FALSE"
"833",,,"TRUE","TRUE","FALSE"
"834",,,"TRUE","TRUE","FALSE"
"835",,,"TRUE","TRUE","FALSE"
"836",,,"TRUE","TRUE","FALSE"
"837",,,"TRUE","TRUE","FALSE"
"838",,,"TRUE","TRUE","FALSE"
"841",,,"TRUE","TRUE","FALSE"
"842",,,"TRUE","TRUE","FALSE"
"843",,,"TRUE","TRUE","FALSE"
"844",,,"TRUE","TRUE","FALSE"
"845",,,"TRUE","TRUE","FALSE"
"846",,,"TRUE","TRUE","FALSE"
"847",,,"TRUE","TRUE","FALSE"
"848",,,"TRUE","TRUE","FALSE"
"851",,,"TRUE","TRUE","FALSE"
"852",,,"TRUE","TRUE","FALSE"
"853",,,"TRUE","TRUE","FALSE"
"854",,,"TRUE","TRUE","FALSE"
"855",,,"TRUE","TRUE","FALSE"
"856",,,"TRUE","TRUE","FALSE"
"857",,,"TRUE","TRUE","FALSE"
"858",,,"TRUE","TRUE","FALSE"
"859",,,"FALSE","TRUE","FALSE"
"861",,,"FALSE","TRUE","FALSE"
"862",,,"TRUE","TRUE","FALSE"
"863",,,"TRUE","TRUE","FALSE"
"864",,,"TRUE","TRUE","FALSE"
"865",,,"TRUE","TRUE","FALSE"
"866",,,"TRUE","TRUE","FALSE"
"867",,,"TRUE","TRUE","FALSE"
"868",,,"TRUE","TRUE","FALSE"
"869",,,"TRUE","TRUE","FALSE"
"872",,,"TRUE","TRUE","FALSE"
"873",,,"TRUE","TRUE","FALSE"
"874",,,"TRUE","TRUE","FALSE"
"875",,,"TRUE","TRUE","FALSE"
"876",,,"TRUE","TRUE","FALSE"
"877",,,"TRUE","TRUE","FALSE"
"878",,,"TRUE","TRUE","FALSE"
"879",,,"TRUE","TRUE","FALSE"
"882",,,"TRUE","TRUE","FALSE"
"883",,,"TRUE","TRUE","FALSE"
"884",,,"TRUE","TRUE","FALSE"
"885",,,"TRUE","TRUE","FALSE"
"886",,,"TRUE","TRUE","FALSE"
"892",,,"TRUE","TRUE","FALSE"
"893",,,"TRUE","TRUE","FALSE"
"894",,,"TRUE","TRUE","FALSE"
"895",,,"TRUE","TRUE","FALSE"
"896",,,"TRUE","TRUE","FALSE"
"897",,,"TRUE","TRUE","FALSE"
"898",,,"TRUE","TRUE","FALSE"
"899",,,"TRUE","TRUE","FALSE"
"902",,,"TRUE","TRUE","FALSE"
"903",,,"TRUE","TRUE","FALSE"
"904",,,"TRUE","TRUE","FALSE"
"905",,,"TRUE","TRUE","FALSE"
"906",,,"TRUE","TRUE","FALSE"
"907",,,"TRUE","TRUE","FALSE"
"908",,,"TRUE","TRUE","FALSE"
"909",,,"TRUE","TRUE","FALSE"
"912",,,"TRUE","TRUE","FALSE"
"913",,,"TRUE","TRUE","FALSE"
"914",,,"TRUE","TRUE","FALSE"
"915",,,"TRUE","TRUE","FALSE"
"916",,,"TRUE","TRUE","FALSE"
"917",,,"TRUE","TRUE","FALSE"
"918",,,"TRUE","TRUE","FALSE"
"919",,,"TRUE","TRUE","FALSE"
"921",,,"TRUE","TRUE","FALSE"
"922",,,"TRUE","TRUE","FALSE"
"923",,,"TRUE","TRUE","FALSE"
"924",,,"TRUE","TRUE","FALSE"
"925",,,"TRUE","TRUE","FALSE"
"926",,,"TRUE","TRUE","FALSE"
"927",,,"FALSE","TRUE","FALSE"
"928",,,"FALSE","TRUE","FALSE"
"931",,,"TRUE","TRUE","FALSE"
"932",,,"TRUE","TRUE","FALSE"
"933",,,"TRUE","TRUE","FALSE"
"934",,,"TRUE","TRUE","FALSE"
"935",,,"TRUE","TRUE","FALSE"
"936",,,"TRUE","TRUE","FALSE"
"937",,,"TRUE","TRUE","FALSE"
"938",,,"TRUE","TRUE","FALSE"
"941",,,"FALSE","TRUE","FALSE"
"942",,,"FALSE","TRUE","FALSE"
"943",,,"FALSE","TRUE","FALSE"
"944",,,"FALSE","TRUE","FALSE"
"946",,,"FALSE","TRUE","FALSE"
"947",,,"FALSE","TRUE","FALSE"
"951",,,"TRUE","TRUE","FALSE"
"952",,,"TRUE","TRUE","FALSE"
"961",,,"TRUE","TRUE","FALSE"
"962",,,"TRUE","TRUE","FALSE"
"963",,,"TRUE","TRUE","FALSE"
"964",,,"TRUE","TRUE","FALSE"
"965",,,"TRUE","TRUE","FALSE"
"966",,,"TRUE","TRUE","FALSE"
"967",,,"TRUE","TRUE","FALSE"
"968",,,"TRUE","TRUE","FALSE"
"997",,,"FALSE","FALSE","FALSE"
"998",,,"FALSE","FALSE","FALSE"
"999",,,"FALSE","FALSE","FALSE"
"9001",,,"TRUE","TRUE","FALSE"
"9002",,,"TRUE","TRUE","FALSE"
"9003",,,"TRUE","TRUE","FALSE"
"9004",,,"TRUE","TRUE","FALSE"
"9005",,,"TRUE","TRUE","FALSE"
"9006",,,"TRUE","TRUE","FALSE"
"9007",,,"TRUE","TRUE","FALSE"
"9008",,,"TRUE","TRUE","FALSE"
"9009",,,"TRUE","TRUE","FALSE"
"9011",,,"TRUE","TRUE","FALSE"
"9012",,,"TRUE","TRUE","FALSE"
"9013",,,"TRUE","TRUE","FALSE"
"9014",,,"TRUE","TRUE","FALSE"
"9015",,,"TRUE","TRUE","FALSE"
"9016",,,"TRUE","TRUE","FALSE"
"9017",,,"TRUE","TRUE","FALSE"
"9018",,,"TRUE","TRUE","FALSE"
"9019",,,"TRUE","TRUE","FALSE"
"9021",,,"TRUE","TRUE","FALSE"
"9022",,,"TRUE","TRUE","FALSE"
"9023",,,"TRUE","TRUE","FALSE"
"9024",,,"TRUE","TRUE","FALSE"
"9025",,,"TRUE","TRUE","FALSE"
"9026",,,"TRUE","TRUE","FALSE"
"9027",,,"TRUE","TRUE","FALSE"
"9028",,,"TRUE","TRUE","FALSE"
